Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Gene Type	ORF	Symbol	ID
LINF_030006400	LINF_030006400-T1	Leishmania infantum JPCM5	"LinJ.03:38,711..40,885(+)"	ATP-binding cassette protein subfamily F - member 1 - putative	protein coding	LinJ03.0010	ABCF1	4767811
LINF_030006500	LINF_030006500-T1	Leishmania infantum JPCM5	"LinJ.03:41,874..42,449(+)"	hypothetical protein - conserved	protein coding	LinJ03.0020	N/A	4767812
LINF_030006600	LINF_030006600-T1	Leishmania infantum JPCM5	"LinJ.03:43,048..44,922(+)"	zinc-finger of acetyl-transferase ESCO - putative	protein coding	LinJ03.0030	N/A	4767813
LINF_270033830	LINF_270033830-T1	Leishmania infantum JPCM5	"LinJ.27:1,160,200..1,162,653(+)"	hypothetical protein	protein coding	LinJ02.0670	N/A	4767802
LINF_030006700	LINF_030006700-T1	Leishmania infantum JPCM5	"LinJ.03:45,824..46,456(+)"	U2 splicing auxiliary factor - putative	protein coding	LinJ03.0040	N/A	4767814
LINF_030006900	LINF_030006900-T1	Leishmania infantum JPCM5	"LinJ.03:51,461..52,600(+)"	protein kinase - putative	protein coding	LinJ03.0060	N/A	4767815
LINF_030007000	LINF_030007000-T1	Leishmania infantum JPCM5	"LinJ.03:53,692..54,633(+)"	hypothetical protein - conserved	protein coding	LinJ03.0070	N/A	4767816
LINF_030007100	LINF_030007100-T1	Leishmania infantum JPCM5	"LinJ.03:55,567..57,681(+)"	long-chain-fatty-acid-CoA ligase - putative	protein coding	LinJ03.0080	N/A	4767817
LINF_030007200	LINF_030007200-T1	Leishmania infantum JPCM5	"LinJ.03:60,825..61,289(+)"	hypothetical protein - conserved	protein coding	LinJ03.0090	N/A	4767818
LINF_030007300	LINF_030007300-T1	Leishmania infantum JPCM5	"LinJ.03:61,907..62,158(+)"	ribosomal protein L38 - putative	protein coding	LinJ03.0100	N/A	4767819
LINF_270033860	LINF_270033860-T1	Leishmania infantum JPCM5	"LinJ.27:1,168,542..1,170,578(+)"	hypothetical protein (non-ATG)	protein coding	LinJ02.0730	N/A	4767808
LINF_030007400	LINF_030007400-T1	Leishmania infantum JPCM5	"LinJ.03:63,466..64,374(+)"	hypothetical protein - conserved	protein coding	LinJ03.0110	N/A	4767820
LINF_030007500	LINF_030007500-T1	Leishmania infantum JPCM5	"LinJ.03:66,063..74,549(+)"	Apolipoprotein A1/A4/E domain containing protein - putative	protein coding	LinJ03.0120	N/A	4767821
LINF_030007600	LINF_030007600-T1	Leishmania infantum JPCM5	"LinJ.03:75,418..78,423(+)"	hypothetical protein - conserved	protein coding	LinJ03.0130	N/A	4767822
LINF_030007700	LINF_030007700-T1	Leishmania infantum JPCM5	"LinJ.03:79,386..80,073(+)"	hypothetical protein	protein coding	LinJ03.0140	N/A	4767823
LINF_030007900	LINF_030007900-T1	Leishmania infantum JPCM5	"LinJ.03:84,864..91,082(+)"	hypothetical protein - conserved	protein coding	LinJ03.0150	N/A	4767824
LINF_030008000	LINF_030008000-T1	Leishmania infantum JPCM5	"LinJ.03:92,094..95,225(+)"	hypothetical protein - conserved	protein coding	LinJ03.0160	N/A	4767825
LINF_030008100	LINF_030008100-T1	Leishmania infantum JPCM5	"LinJ.03:96,441..98,333(+)"	hypothetical protein - conserved	protein coding	LinJ03.0170	N/A	4767826
LINF_030008200	LINF_030008200-T1	Leishmania infantum JPCM5	"LinJ.03:99,209..100,237(+)"	DDRGK domain containing protein - putative	protein coding	LinJ03.0180	N/A	4767827
LINF_030008300	LINF_030008300-T1	Leishmania infantum JPCM5	"LinJ.03:101,393..105,934(+)"	protein kinase - putative	protein coding	LinJ03.0190	N/A	4767828
LINF_030008400	LINF_030008400-T1	Leishmania infantum JPCM5	"LinJ.03:110,088..115,043(+)"	hypothetical protein - conserved	protein coding	LinJ03.0200	N/A	4767829
LINF_030008500	LINF_030008500-T1	Leishmania infantum JPCM5	"LinJ.03:118,674..119,606(+)"	GPR1/FUN34/yaaH family - putative	protein coding	LinJ03.0210	N/A	4767830
LINF_030008600	LINF_030008600-T1	Leishmania infantum JPCM5	"LinJ.03:122,053..123,165(+)"	GPR1/FUN34/yaaH family - putative	protein coding	LinJ03.0220	N/A	4767831
LINF_030008650	LINF_030008650-T1	Leishmania infantum JPCM5	"LinJ.03:126,402..127,172(+)"	"hypothetical protein, conserved"	protein coding	LinJ03.0230	N/A	4767832
LINF_030008700	LINF_030008700-T1	Leishmania infantum JPCM5	"LinJ.03:127,953..128,864(+)"	GPR1/FUN34/yaaH family - putative	protein coding	LinJ03.0240	N/A	4767833
LINF_030008800	LINF_030008800-T1	Leishmania infantum JPCM5	"LinJ.03:131,963..134,005(+)"	MFS transporter - putative	protein coding	LinJ03.0250	N/A	4767834
LINF_030008900	LINF_030008900-T1	Leishmania infantum JPCM5	"LinJ.03:137,121..142,136(+)"	PTP1-interacting protein - 39 kDa - putative	protein coding	LinJ03.0260	N/A	4767835
LINF_030009000	LINF_030009000-T1	Leishmania infantum JPCM5	"LinJ.03:143,151..143,483(+)"	60s Acidic ribosomal protein - putative	protein coding	LinJ03.0270	N/A	4767836
LINF_030009100	LINF_030009100-T1	Leishmania infantum JPCM5	"LinJ.03:144,385..144,720(+)"	60S acidic ribosomal protein P2 - putative	protein coding	LinJ03.0280	N/A	4767837
LINF_030009200	LINF_030009200-T1	Leishmania infantum JPCM5	"LinJ.03:145,591..150,666(+)"	TLD domain protein - conserved	protein coding	LinJ03.0290	N/A	4767838
LINF_030011900	LINF_030011900-T1	Leishmania infantum JPCM5	"LinJ.03:262,551..269,183(-)"	DEAD/DEAH box helicase/Type III restriction enzyme - res subunit - putative	protein coding	LinJ03.0310	N/A	4767839
LINF_030012000	LINF_030012000-T1	Leishmania infantum JPCM5	"LinJ.03:269,997..278,678(-)"	hypothetical protein - conserved	protein coding	LinJ03.0320	N/A	4767840
LINF_030012100	LINF_030012100-T1	Leishmania infantum JPCM5	"LinJ.03:279,569..280,255(-)"	Aminoacyl-tRNA editing domain containing protein - putative	protein coding	LinJ03.0330	N/A	4767841
LINF_030012200	LINF_030012200-T1	Leishmania infantum JPCM5	"LinJ.03:280,816..283,455(-)"	hypothetical protein - conserved	protein coding	LinJ03.0340	N/A	4767842
LINF_030012300	LINF_030012300-T1	Leishmania infantum JPCM5	"LinJ.03:285,568..286,782(-)"	hypothetical protein - conserved	protein coding	LinJ03.0350	N/A	4767843
LINF_030012400	LINF_030012400-T1	Leishmania infantum JPCM5	"LinJ.03:287,693..287,947(-)"	cytochrome c oxidase copper chaperone - putative	protein coding	LinJ03.0360	N/A	4767844
LINF_030012500	LINF_030012500-T1	Leishmania infantum JPCM5	"LinJ.03:288,685..290,835(-)"	TatD related DNase - putative	protein coding	LinJ03.0370	N/A	4767845
LINF_030012600	LINF_030012600-T1	Leishmania infantum JPCM5	"LinJ.03:291,654..292,607(-)"	hypothetical protein - conserved	protein coding	LinJ03.0380	N/A	4767846
LINF_030012700	LINF_030012700-T1	Leishmania infantum JPCM5	"LinJ.03:293,362..295,008(-)"	Ubiquitin-like domain containing protein - putative	protein coding	LinJ03.0390	N/A	4767847
LINF_030012800	LINF_030012800-T1	Leishmania infantum JPCM5	"LinJ.03:295,790..305,305(-)"	serine/threonine-protein kinase - putative	protein coding	LinJ03.0400	N/A	4767848
LINF_030012900	LINF_030012900-T1	Leishmania infantum JPCM5	"LinJ.03:306,816..308,123(-)"	hypothetical protein - conserved	protein coding	LinJ03.0410	N/A	4767849
LINF_030013000	LINF_030013000-T1	Leishmania infantum JPCM5	"LinJ.03:308,985..316,166(-)"	6-phosphofructo-2-kinase/fructose-2 -6-biphosphatase - putative	protein coding	LinJ03.0420	N/A	4767850
LINF_030013100	LINF_030013100-T1	Leishmania infantum JPCM5	"LinJ.03:317,492..320,773(-)"	hypothetical protein - conserved	protein coding	LinJ03.0430	N/A	4767851
LINF_030013200	LINF_030013200-T1	Leishmania infantum JPCM5	"LinJ.03:321,555..330,269(-)"	hypothetical protein - conserved	protein coding	LinJ03.0440	N/A	4767852
LINF_030013600	LINF_030013600-T1	Leishmania infantum JPCM5	"LinJ.03:341,321..348,433(-)"	hypothetical protein - conserved	protein coding	LinJ03.0450	N/A	4767853
LINF_030013700	LINF_030013700-T1	Leishmania infantum JPCM5	"LinJ.03:349,457..353,806(-)"	hypothetical protein - conserved	protein coding	LinJ03.0460	N/A	4767854
LINF_030013800	LINF_030013800-T1	Leishmania infantum JPCM5	"LinJ.03:354,747..358,913(-)"	hypothetical protein - conserved	protein coding	LinJ03.0470	N/A	4767855
LINF_030013900	LINF_030013900-T1	Leishmania infantum JPCM5	"LinJ.03:359,865..365,870(-)"	hypothetical protein - conserved	protein coding	LinJ03.0480	N/A	4767856
LINF_030014000	LINF_030014000-T1	Leishmania infantum JPCM5	"LinJ.03:366,629..368,848(-)"	NLI interacting factor-like phosphatase - putative	protein coding	LinJ03.0490	N/A	4767857
LINF_030014100	LINF_030014100-T1	Leishmania infantum JPCM5	"LinJ.03:370,888..372,030(-)"	peter pan protein - putative	protein coding	LinJ03.0500	N/A	4767858
LINF_030014200	LINF_030014200-T1	Leishmania infantum JPCM5	"LinJ.03:373,190..373,870(-)"	inorganic pyrophosphatase - putative	protein coding	LinJ03.0510	N/A	4767859
LINF_030014300	LINF_030014300-T1	Leishmania infantum JPCM5	"LinJ.03:374,710..375,366(-)"	Got1/Sft2-like family - putative	protein coding	LinJ03.0520	N/A	4767860
LINF_030014400	LINF_030014400-T1	Leishmania infantum JPCM5	"LinJ.03:376,432..378,525(-)"	Amidohydrolase/Amidohydrolase family - putative	protein coding	LinJ03.0530	N/A	4767861
LINF_030014500	LINF_030014500-T1	Leishmania infantum JPCM5	"LinJ.03:379,122..380,108(-)"	hypothetical protein - conserved	protein coding	LinJ03.0540	N/A	4767862
LINF_030014600	LINF_030014600-T1	Leishmania infantum JPCM5	"LinJ.03:381,594..383,501(-)"	Multicopper oxidase - putative	protein coding	LinJ03.0550	N/A	4767863
LINF_030014700	LINF_030014700-T1	Leishmania infantum JPCM5	"LinJ.03:384,129..384,443(-)"	hypothetical protein - conserved	protein coding	LinJ03.0560	N/A	4767864
LINF_030014800	LINF_030014800-T1	Leishmania infantum JPCM5	"LinJ.03:384,987..385,964(-)"	MORN repeat - putative	protein coding	LinJ03.0570	N/A	4767865
LINF_030014900	LINF_030014900-T1	Leishmania infantum JPCM5	"LinJ.03:386,699..387,940(-)"	eukaryotic initiation factor 2a - putative	protein coding	LinJ03.0580	EIF2A	4767866
LINF_040005000	LINF_040005000-T1	Leishmania infantum JPCM5	"LinJ.04:4,158..7,229(+)"	calcium-translocating P-type ATPase	protein coding	LinJ04.0010	N/A	4767909
LINF_040005100	LINF_040005100-T1	Leishmania infantum JPCM5	"LinJ.04:9,334..10,221(+)"	pteridine transporter (truncated) - putative	protein coding	LinJ04.0020	N/A	4767910
LINF_040005200	LINF_040005200-T1	Leishmania infantum JPCM5	"LinJ.04:12,245..14,419(+)"	cAMP-specific phosphodiesterase - putative	protein coding	LinJ04.0030	N/A	4767911
LINF_040005400	LINF_040005400-T1	Leishmania infantum JPCM5	"LinJ.04:16,136..17,455(+)"	hypothetical protein - conserved	protein coding	LinJ04.0040	N/A	4767912
LINF_040005500	LINF_040005500-T1	Leishmania infantum JPCM5	"LinJ.04:21,489..21,992(+)"	hypothetical protein - conserved	protein coding	LinJ04.0050	N/A	4767914
LINF_040005600	LINF_040005600-T1	Leishmania infantum JPCM5	"LinJ.04:23,132..24,721(+)"	hypothetical protein - conserved	protein coding	LinJ04.0060	N/A	4767915
LINF_040005700	LINF_040005700-T1	Leishmania infantum JPCM5	"LinJ.04:26,834..27,622(+)"	DNA topoisomerase type IB small subunit - putative	protein coding	LinJ04.0070	N/A	4767916
LINF_040005800	LINF_040005800-T1	Leishmania infantum JPCM5	"LinJ.04:28,562..29,299(+)"	hypothetical protein - conserved	protein coding	LinJ04.0080	N/A	4767917
LINF_040005900	LINF_040005900-T1	Leishmania infantum JPCM5	"LinJ.04:29,986..30,462(+)"	hypothetical protein - conserved	protein coding	LinJ04.0090	N/A	4767918
LINF_040006000	LINF_040006000-T1	Leishmania infantum JPCM5	"LinJ.04:31,559..37,177(+)"	hypothetical protein - conserved	protein coding	LinJ04.0100	N/A	4767919
LINF_040006100	LINF_040006100-T1	Leishmania infantum JPCM5	"LinJ.04:38,331..40,064(+)"	hypothetical protein - conserved	protein coding	LinJ04.0110	N/A	4767920
LINF_040006200	LINF_040006200-T1	Leishmania infantum JPCM5	"LinJ.04:41,166..42,209(+)"	hypothetical protein - conserved	protein coding	LinJ04.0120	N/A	4767921
LINF_040006300	LINF_040006300-T1	Leishmania infantum JPCM5	"LinJ.04:42,964..43,866(+)"	exosome complex exonuclease RRP40 - putative	protein coding	LinJ04.0130	N/A	4767924
LINF_040006900	LINF_040006900-T1	Leishmania infantum JPCM5	"LinJ.04:56,902..58,416(+)"	surface antigen-like protein	protein coding	LinJ04.0180	N/A	4767925
LINF_040007000	LINF_040007000-T1	Leishmania infantum JPCM5	"LinJ.04:59,356..61,485(+)"	surface antigen-like protein	protein coding	LinJ04.0190	N/A	4767926
LINF_040007100	LINF_040007100-T1	Leishmania infantum JPCM5	"LinJ.04:62,565..63,113(+)"	surface antigen-like protein	protein coding	LinJ04.0200	N/A	4767927
LINF_040007200	LINF_040007200-T1	Leishmania infantum JPCM5	"LinJ.04:65,136..66,008(+)"	surface antigen-like protein	protein coding	LinJ04.0210	N/A	4767928
LINF_040007300	LINF_040007300-T1	Leishmania infantum JPCM5	"LinJ.04:69,036..70,100(+)"	hypothetical protein - conserved	protein coding	LinJ04.0220	N/A	4767929
LINF_040007400	LINF_040007400-T1	Leishmania infantum JPCM5	"LinJ.04:71,892..72,668(+)"	hypothetical protein - conserved	protein coding	LinJ04.0230	N/A	4767930
LINF_040007500	LINF_040007500-T1	Leishmania infantum JPCM5	"LinJ.04:74,044..74,916(+)"	GRAM domain containing protein - putative	protein coding	LinJ04.0240	N/A	4767931
LINF_040007600	LINF_040007600-T1	Leishmania infantum JPCM5	"LinJ.04:76,926..81,332(+)"	RNA pseudouridylate synthase-like protein	protein coding	LinJ04.0250	N/A	4767932
LINF_040007700	LINF_040007700-T1	Leishmania infantum JPCM5	"LinJ.04:81,999..82,805(+)"	Tetratricopeptide repeat - putative	protein coding	LinJ04.0260	N/A	4767933
LINF_040007800	LINF_040007800-T1	Leishmania infantum JPCM5	"LinJ.04:83,450..84,892(+)"	Mitochondrial 39-S ribosomal protein L47 (MRP-L47) - putative	protein coding	LinJ04.0270	N/A	4767934
LINF_040007900	LINF_040007900-T1	Leishmania infantum JPCM5	"LinJ.04:85,412..91,342(+)"	adenosine monophosphate deaminase - putative	protein coding	LinJ04.0280	N/A	4767935
LINF_040008000	LINF_040008000-T1	Leishmania infantum JPCM5	"LinJ.04:92,763..94,109(+)"	Alcohol dehydrogenase GroES-like domain containing protein - putative	protein coding	LinJ04.0290	N/A	4767936
LINF_040008100	LINF_040008100-T1	Leishmania infantum JPCM5	"LinJ.04:95,532..96,506(+)"	hypothetical protein - conserved	protein coding	LinJ04.0300	N/A	4767937
LINF_040008200	LINF_040008200-T1	Leishmania infantum JPCM5	"LinJ.04:97,144..99,075(+)"	beta-fructofuranosidase - putative	protein coding	LinJ04.0310	N/A	4767938
LINF_040008300	LINF_040008300-T1	Leishmania infantum JPCM5	"LinJ.04:100,760..101,959(+)"	beta-fructofuranosidase - putative	protein coding	LinJ04.0320	N/A	4767939
LINF_040008400	LINF_040008400-T1	Leishmania infantum JPCM5	"LinJ.04:103,162..105,726(+)"	mitochondrial exoribonuclease DSS-1 - putative	protein coding	LinJ04.0330	N/A	4767940
LINF_040008500	LINF_040008500-T1	Leishmania infantum JPCM5	"LinJ.04:106,360..106,914(+)"	ADP-ribosylation factor - putative	protein coding	LinJ04.0340	N/A	4767941
LINF_040008600	LINF_040008600-T1	Leishmania infantum JPCM5	"LinJ.04:108,882..115,250(+)"	hypothetical protein - conserved	protein coding	LinJ04.0350	N/A	4767942
LINF_040008800	LINF_040008800-T1	Leishmania infantum JPCM5	"LinJ.04:117,912..118,973(+)"	Phytanoyl-CoA dioxygenase (PhyH) - putative	protein coding	LinJ04.0370	N/A	4767943
LINF_040008900	LINF_040008900-T1	Leishmania infantum JPCM5	"LinJ.04:128,256..128,984(-)"	hypothetical protein - conserved	protein coding	LinJ04.0380	N/A	4767944
LINF_040009000	LINF_040009000-T1	Leishmania infantum JPCM5	"LinJ.04:132,857..133,879(-)"	anaphase promoting complex - subunit 10-like protein	protein coding	LinJ04.0390	N/A	4767945
LINF_040009100	LINF_040009100-T1	Leishmania infantum JPCM5	"LinJ.04:135,367..138,732(-)"	hypothetical protein - conserved	protein coding	LinJ04.0400	N/A	4767946
LINF_040009200	LINF_040009200-T1	Leishmania infantum JPCM5	"LinJ.04:141,015..142,100(-)"	Tetratricopeptide repeat - putative	protein coding	LinJ04.0410	N/A	4767947
LINF_040009300	LINF_040009300-T1	Leishmania infantum JPCM5	"LinJ.04:143,426..155,788(-)"	hypothetical protein - conserved	protein coding	LinJ04.0420	N/A	4767948
LINF_040009400	LINF_040009400-T1	Leishmania infantum JPCM5	"LinJ.04:159,364..163,383(-)"	serine/threonine protein kinase-like protein	protein coding	LinJ04.0430	N/A	4767949
LINF_040009500	LINF_040009500-T1	Leishmania infantum JPCM5	"LinJ.04:167,436..170,003(-)"	cysteine peptidase - Clan CA - family C2 - putative	protein coding	LinJ04.0440	N/A	4767950
LINF_040009600	LINF_040009600-T1	Leishmania infantum JPCM5	"LinJ.04:174,145..175,584(-)"	adenylosuccinate lyase - putative	protein coding	LinJ04.0450	ASL	4767951
LINF_040009650	LINF_040009650-T1	Leishmania infantum JPCM5	"LinJ.04:176,402..179,428(-)"	hypothetical protein - conserved	protein coding	LinJ04.0460	N/A	4767952
LINF_040009700	LINF_040009700-T1	Leishmania infantum JPCM5	"LinJ.04:180,396..180,962(-)"	60S ribosomal protein L11 (L5 - L16)	protein coding	LinJ04.0470	N/A	4767954
LINF_040009800	LINF_040009800-T1	Leishmania infantum JPCM5	"LinJ.04:181,577..182,149(-)"	ADP-ribosylation factor - putative	protein coding	LinJ04.0480	N/A	4767955
LINF_040009900	LINF_040009900-T1	Leishmania infantum JPCM5	"LinJ.04:183,825..184,796(-)"	hypothetical protein - conserved	protein coding	LinJ04.0490	N/A	4767956
LINF_040010000	LINF_040010000-T1	Leishmania infantum JPCM5	"LinJ.04:185,749..194,757(-)"	Nucleotidyltransferase domain containing protein - putative	protein coding	LinJ04.0500	N/A	4767957
LINF_040010100	LINF_040010100-T1	Leishmania infantum JPCM5	"LinJ.04:198,153..202,895(-)"	hypothetical protein - conserved	protein coding	LinJ04.0510	N/A	4767958
LINF_040010200	LINF_040010200-T1	Leishmania infantum JPCM5	"LinJ.04:204,320..207,523(-)"	palmitoyl acyltransferase 1 - putative	protein coding	LinJ04.0520	N/A	4767959
LINF_040010300	LINF_040010300-T1	Leishmania infantum JPCM5	"LinJ.04:209,331..210,374(-)"	hypothetical protein - conserved	protein coding	LinJ04.0530	N/A	4767960
LINF_040010400	LINF_040010400-T1	Leishmania infantum JPCM5	"LinJ.04:213,029..214,807(-)"	Zinc finger - C3HC4 type (RING finger) containing protein - putative	protein coding	LinJ04.0540	N/A	4767961
LINF_040010500	LINF_040010500-T1	Leishmania infantum JPCM5	"LinJ.04:215,748..220,400(-)"	Tetratricopeptide repeat/TPR repeat - putative	protein coding	LinJ04.0550	N/A	4767962
LINF_040010600	LINF_040010600-T1	Leishmania infantum JPCM5	"LinJ.04:227,365..228,294(-)"	tyrosine phosphatase - putative	protein coding	LinJ04.0560	N/A	4767963
LINF_040010700	LINF_040010700-T1	Leishmania infantum JPCM5	"LinJ.04:228,808..233,514(-)"	DENN (AEX-3) domain containing protein - putative	protein coding	LinJ04.0570	N/A	4767964
LINF_040010800	LINF_040010800-T1	Leishmania infantum JPCM5	"LinJ.04:235,535..236,437(-)"	spermidine synthase	protein coding	LinJ04.0580	N/A	4767965
LINF_040010900	LINF_040010900-T1	Leishmania infantum JPCM5	"LinJ.04:237,178..237,981(-)"	hypothetical protein - conserved	protein coding	LinJ04.0590	N/A	4767966
LINF_040011000	LINF_040011000-T1	Leishmania infantum JPCM5	"LinJ.04:238,745..248,074(-)"	Ankyrin repeat - putative	protein coding	LinJ04.0600	N/A	4767967
LINF_040011100	LINF_040011100-T1	Leishmania infantum JPCM5	"LinJ.04:250,013..250,516(-)"	hypothetical protein - conserved	protein coding	LinJ04.0610	N/A	4767968
LINF_040011200	LINF_040011200-T1	Leishmania infantum JPCM5	"LinJ.04:251,316..255,185(-)"	hypothetical protein - conserved	protein coding	LinJ04.0620	N/A	4767969
LINF_040011300	LINF_040011300-T1	Leishmania infantum JPCM5	"LinJ.04:258,439..259,455(-)"	hypothetical protein - conserved	protein coding	LinJ04.0630	N/A	4767971
LINF_040011400	LINF_040011400-T1	Leishmania infantum JPCM5	"LinJ.04:260,136..260,738(-)"	hypothetical protein - conserved	protein coding	LinJ04.0640	N/A	4767972
LINF_040011500	LINF_040011500-T1	Leishmania infantum JPCM5	"LinJ.04:262,076..263,062(-)"	Zinc finger - C3HC4 type (RING finger) containing protein - putative	protein coding	LinJ04.0650	N/A	4767973
